,timestamp,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_aggregated,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_offshore_eday_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
27569,2018-02-22 17:00:00+01:00,405.0,450.0,0.0,5589.0,5317.0,338.0,0.0,0.0,0.0,0.0,224.0,1271.0,2322.0,0.0,6066.0,66.0,105.0,3579.0,326.0,0.0,9818.0,2982,,9168,34247,33496.0,56.34,63.28
33748,2018-11-07 04:00:00+01:00,356.0,589.0,0.0,4831.0,4062.0,291.0,0.0,0.0,0.0,0.0,390.0,1106.0,1183.0,0.0,5994.0,57.0,98.0,669.0,303.0,0.0,5858.0,486,,5619,25219,25216.0,51.66,43.53
23806,2017-09-18 23:00:00+02:00,399.0,654.0,0.0,6085.0,3234.0,351.0,0.0,0.0,0.0,0.0,0.0,450.0,1854.0,0.0,6823.0,56.0,94.0,540.0,309.0,0.0,3826.0,555,,4014,26739,26599.0,50.9,57.86
19472,2017-03-22 08:00:00+01:00,212.0,0.0,0.0,4138.0,1657.0,303.0,0.0,0.0,0.0,0.0,0.0,1119.0,4111.0,0.0,7101.0,58.0,94.0,684.0,280.0,0.0,7535.0,807,,7633,31136,31561.0,43.02,49.8
28410,2018-03-29 19:00:00+02:00,254.0,0.0,0.0,3686.0,1199.0,234.0,0.0,0.0,0.0,0.0,2733.0,1606.0,4595.0,0.0,6065.0,20.0,93.0,2158.0,295.0,0.0,10664.0,1722,,10156,24721,25890.0,12.4,24.56
10248,2016-03-03 00:00:00+01:00,442.0,0.0,0.0,3078.0,1923.0,308.0,0.0,0.0,0.0,0.0,450.0,1397.0,4976.0,0.0,7110.0,94.0,72.0,225.0,199.0,0.0,10057.0,313,,10082,27235,27358.0,21.19,28.64
20391,2017-04-29 16:00:00+02:00,253.0,234.0,0.0,3429.0,2253.0,236.0,0.0,0.0,0.0,0.0,151.0,847.0,777.0,0.0,6885.0,15.0,88.0,1809.0,310.0,0.0,7288.0,1844,,7134,25873,25969.0,38.67,45.93
1449,2015-03-02 09:00:00+01:00,484.0,0.0,0.0,4638.0,5396.0,321.0,0.0,0.0,0.0,0.0,0.0,1454.0,4098.0,0.0,7108.0,90.0,74.0,591.0,194.0,0.0,11806.0,657,,11720,37350,37147.0,55.0,61.2
685,2015-01-29 13:00:00+01:00,486.0,0.0,0.0,3748.0,4678.0,363.0,0.0,0.0,0.0,0.0,781.0,1063.0,1703.0,0.0,7093.0,52.0,80.0,2463.0,204.0,0.0,15841.0,2888,,15421,36388,35873.0,41.45,54.68
34347,2018-12-02 03:00:00+01:00,370.0,216.0,0.0,3486.0,2886.0,248.0,0.0,0.0,0.0,0.0,2108.0,1036.0,1452.0,0.0,7110.0,59.0,86.0,21.0,325.0,0.0,8091.0,1,,8124,23507,23460.0,40.26,50.03
5404,2015-08-14 05:00:00+02:00,562.0,532.0,0.0,3684.0,4100.0,347.0,0.0,0.0,0.0,0.0,2060.0,521.0,630.0,0.0,6613.0,88.0,70.0,331.0,265.0,0.0,5822.0,282,,5816,23454,22733.0,40.9,48.45
6193,2015-09-16 02:00:00+02:00,457.0,0.0,0.0,3446.0,2203.0,353.0,0.0,0.0,0.0,0.0,2221.0,675.0,666.0,0.0,6898.0,55.0,71.0,41.0,234.0,0.0,11402.0,31,,11472,22836,23148.0,15.0,25.22
23859,2017-09-21 04:00:00+02:00,386.0,968.0,0.0,6673.0,3530.0,328.0,0.0,0.0,0.0,0.0,287.0,429.0,1212.0,0.0,6827.0,55.0,97.0,86.0,298.0,0.0,1394.0,38,,1388,23533,23331.0,51.31,55.16
22133,2017-07-11 06:00:00+02:00,347.0,595.0,0.0,7486.0,5337.0,292.0,0.0,0.0,0.0,0.0,224.0,384.0,392.0,0.0,5033.0,48.0,83.0,37.0,264.0,0.0,7196.0,11,,7177,25463,25654.0,58.1,49.01
21607,2017-06-19 08:00:00+02:00,362.0,256.0,0.0,9166.0,6526.0,307.0,0.0,0.0,0.0,0.0,6.0,739.0,1977.0,0.0,6005.0,52.0,86.0,780.0,334.0,0.0,4623.0,1048,,4769,33444,32594.0,54.9,60.97
21908,2017-07-01 21:00:00+02:00,348.0,657.0,0.0,6778.0,5674.0,232.0,0.0,0.0,0.0,0.0,0.0,592.0,5130.0,0.0,7103.0,58.0,97.0,51.0,310.0,0.0,3353.0,23,,3391,31572,33124.0,73.48,55.47
30473,2018-06-23 18:00:00+02:00,358.0,651.0,0.0,4980.0,2412.0,250.0,0.0,0.0,0.0,0.0,0.0,1456.0,3353.0,0.0,5018.0,53.0,98.0,3353.0,318.0,0.0,4108.0,3802,,4060,28795,29355.0,59.19,63.75
12653,2016-06-11 06:00:00+02:00,333.0,625.0,0.0,3866.0,1946.0,206.0,0.0,0.0,0.0,0.0,3519.0,631.0,327.0,0.0,6041.0,57.0,76.0,27.0,289.0,0.0,7737.0,8,,7681,20510,19936.0,30.89,42.1
5081,2015-07-31 18:00:00+02:00,527.0,574.0,0.0,5236.0,7444.0,393.0,0.0,0.0,0.0,0.0,594.0,675.0,1106.0,0.0,6716.0,86.0,74.0,2665.0,263.0,0.0,7688.0,3009,,7789,32630,32143.0,53.87,71.29
20500,2017-05-04 05:00:00+02:00,223.0,0.0,0.0,3720.0,1525.0,277.0,0.0,0.0,0.0,0.0,1707.0,1042.0,741.0,0.0,7085.0,59.0,80.0,474.0,270.0,0.0,8660.0,393,,8478,23348,23037.0,31.41,44.71
218,2015-01-10 02:00:00+01:00,544.0,918.0,0.0,4917.0,7369.0,389.0,0.0,0.0,0.0,0.0,472.0,437.0,787.0,0.0,6014.0,88.0,69.0,102.0,221.0,0.0,934.0,202,,890,22480,22589.0,49.69,55.97
9390,2016-01-27 06:00:00+01:00,498.0,610.0,0.0,4830.0,4699.0,371.0,0.0,0.0,0.0,0.0,492.0,970.0,2206.0,0.0,6095.0,83.0,76.0,21.0,264.0,0.0,3821.0,6,,3775,26718,26674.0,38.55,46.64
6888,2015-10-15 01:00:00+02:00,530.0,321.0,0.0,4179.0,5396.0,395.0,0.0,0.0,0.0,0.0,530.0,505.0,503.0,0.0,5965.0,87.0,67.0,49.0,217.0,0.0,5763.0,109,,5686,23031,22872.0,40.24,49.3
267,2015-01-12 03:00:00+01:00,446.0,942.0,0.0,5248.0,7102.0,378.0,0.0,0.0,0.0,0.0,771.0,673.0,459.0,0.0,5452.0,89.0,66.0,42.0,227.0,0.0,1386.0,15,,1361,23630,23626.0,54.5,51.95
6508,2015-09-29 05:00:00+02:00,493.0,874.0,0.0,4396.0,6845.0,381.0,0.0,0.0,0.0,0.0,662.0,478.0,458.0,0.0,6007.0,81.0,66.0,83.0,231.0,0.0,2273.0,34,,2376,22559,22730.0,50.0,55.91
20389,2017-04-29 14:00:00+02:00,243.0,498.0,0.0,3651.0,2927.0,240.0,0.0,0.0,0.0,0.0,0.0,834.0,1945.0,0.0,6827.0,14.0,96.0,1774.0,310.0,0.0,6361.0,2097,,6436,27982,28167.0,46.84,53.7
15736,2016-10-17 17:00:00+02:00,336.0,620.0,0.0,11081.0,5327.0,290.0,0.0,0.0,0.0,0.0,0.0,486.0,4434.0,0.0,7029.0,63.0,85.0,1358.0,267.0,0.0,414.0,1456,,460,29718,29896.0,61.33,68.02
4018,2015-06-17 11:00:00+02:00,482.0,738.0,0.0,4403.0,5471.0,323.0,0.0,0.0,0.0,0.0,748.0,943.0,2538.0,0.0,5007.0,84.0,68.0,4956.0,272.0,0.0,7761.0,5061,,7769,31347,31388.0,56.13,75.07
33768,2018-11-08 00:00:00+01:00,348.0,441.0,0.0,4997.0,3976.0,305.0,0.0,0.0,0.0,0.0,0.0,868.0,1208.0,0.0,6959.0,59.0,100.0,583.0,307.0,0.0,5047.0,565,,5681,27543,27447.0,63.9,67.53
4145,2015-06-22 18:00:00+02:00,471.0,649.0,0.0,5061.0,8078.0,361.0,0.0,0.0,0.0,0.0,0.0,807.0,2681.0,0.0,4920.0,80.0,69.0,3538.0,274.0,0.0,3897.0,3535,,3332,32718,32506.0,61.54,76.93
19040,2017-03-04 08:00:00+01:00,237.0,556.0,0.0,5782.0,2633.0,263.0,0.0,0.0,0.0,0.0,0.0,1244.0,5086.0,0.0,7095.0,56.0,88.0,406.0,279.0,0.0,2782.0,627,,2949,31400,31046.0,54.02,41.86
33619,2018-11-01 19:00:00+01:00,285.0,608.0,0.0,8305.0,6058.0,346.0,0.0,0.0,0.0,0.0,0.0,1357.0,3058.0,0.0,6076.0,63.0,100.0,37.0,328.0,0.0,10694.0,115,,10544,37856,38201.0,59.08,77.18
20943,2017-05-22 16:00:00+02:00,366.0,301.0,0.0,5556.0,5449.0,296.0,0.0,0.0,0.0,0.0,0.0,1107.0,1464.0,0.0,5058.0,54.0,100.0,5007.0,247.0,0.0,2457.0,4802,,2246,30549,30476.0,51.04,57.41
5569,2015-08-21 02:00:00+02:00,522.0,932.0,0.0,4369.0,7399.0,334.0,0.0,0.0,0.0,0.0,558.0,556.0,499.0,0.0,6680.0,88.0,73.0,490.0,263.0,0.0,3073.0,456,,3102,23654,24088.0,49.72,56.43
639,2015-01-27 15:00:00+01:00,469.0,956.0,0.0,4403.0,7462.0,350.0,0.0,0.0,0.0,0.0,343.0,1049.0,1414.0,0.0,7103.0,44.0,78.0,3527.0,213.0,0.0,9394.0,3439,,9266,34251,34498.0,49.93,62.27
14120,2016-08-11 09:00:00+02:00,330.0,896.0,0.0,7987.0,5855.0,291.0,0.0,0.0,0.0,0.0,0.0,658.0,2753.0,0.0,5043.0,54.0,90.0,1793.0,293.0,0.0,7626.0,1463,,7791,33022,32686.0,62.49,49.19
13046,2016-06-27 15:00:00+02:00,320.0,0.0,0.0,4552.0,4426.0,313.0,0.0,0.0,0.0,0.0,0.0,1148.0,4473.0,0.0,6985.0,67.0,90.0,5086.0,235.0,0.0,3809.0,5045,,3925,32360,32633.0,41.0,49.33
3807,2015-06-08 16:00:00+02:00,505.0,942.0,0.0,8554.0,7142.0,347.0,0.0,0.0,0.0,0.0,104.0,671.0,2417.0,0.0,6659.0,82.0,67.0,3457.0,267.0,0.0,4053.0,4053,,4013,34811,34863.0,61.99,70.83
33821,2018-11-10 05:00:00+01:00,366.0,651.0,0.0,3328.0,2960.0,301.0,0.0,0.0,0.0,0.0,1229.0,514.0,457.0,0.0,7022.0,55.0,103.0,12.0,320.0,0.0,7356.0,14,,6874,22878,23043.0,49.87,44.21
21503,2017-06-15 00:00:00+02:00,327.0,0.0,0.0,7838.0,6500.0,306.0,0.0,0.0,0.0,0.0,0.0,782.0,1430.0,0.0,6015.0,49.0,99.0,691.0,313.0,0.0,3478.0,581,,3463,29634,29838.0,54.97,58.81
13542,2016-07-18 07:00:00+02:00,330.0,239.0,0.0,5907.0,4490.0,271.0,0.0,0.0,0.0,0.0,2.0,702.0,1412.0,0.0,7015.0,55.0,67.0,351.0,324.0,0.0,4082.0,473,,4130,27596,27300.0,43.6,48.93
8374,2015-12-15 22:00:00+01:00,511.0,912.0,0.0,5063.0,7495.0,423.0,0.0,0.0,0.0,0.0,0.0,730.0,1588.0,0.0,6446.0,85.0,75.0,42.0,251.0,0.0,7046.0,15,,6968,32410,32707.0,56.2,65.43
32624,2018-09-21 09:00:00+02:00,393.0,757.0,0.0,6663.0,5531.0,328.0,0.0,0.0,0.0,0.0,53.0,754.0,3618.0,0.0,6988.0,64.0,109.0,1376.0,324.0,0.0,1777.0,1373,,1381,32403,32670.0,75.0,81.97
27463,2018-02-18 07:00:00+01:00,382.0,382.0,0.0,3965.0,2357.0,214.0,0.0,0.0,0.0,0.0,877.0,1445.0,1999.0,0.0,6085.0,60.0,95.0,17.0,319.0,0.0,5624.0,66,,5085,22941,23133.0,44.09,50.25
13007,2016-06-26 00:00:00+02:00,329.0,0.0,0.0,3753.0,1239.0,244.0,0.0,0.0,0.0,0.0,1518.0,980.0,1495.0,0.0,6979.0,58.0,77.0,628.0,247.0,0.0,9555.0,617,,9531,25293,25268.0,26.01,34.84
4937,2015-07-25 18:00:00+02:00,537.0,866.0,0.0,4565.0,7063.0,303.0,0.0,0.0,0.0,0.0,195.0,589.0,1288.0,0.0,6844.0,86.0,70.0,4242.0,245.0,0.0,4187.0,4076,,4215,30460,29607.0,51.25,63.18
20037,2017-04-14 22:00:00+02:00,254.0,357.0,0.0,4291.0,1658.0,258.0,0.0,0.0,0.0,0.0,160.0,1034.0,1264.0,0.0,6907.0,14.0,105.0,707.0,313.0,0.0,4810.0,466,,4797,24499,24373.0,50.27,59.43
14668,2016-09-03 05:00:00+02:00,360.0,0.0,0.0,3030.0,1193.0,319.0,0.0,0.0,0.0,0.0,536.0,1351.0,3702.0,0.0,7114.0,88.0,65.0,14.0,210.0,0.0,9453.0,3,,9106,24975,24665.0,19.69,48.56
30867,2018-07-10 04:00:00+02:00,387.0,0.0,0.0,4035.0,2518.0,243.0,0.0,0.0,0.0,0.0,3058.0,483.0,542.0,0.0,6920.0,56.0,101.0,36.0,325.0,0.0,7805.0,16,,7416,20329,20529.0,46.5,55.32
19065,2017-03-05 09:00:00+01:00,242.0,575.0,0.0,4401.0,4821.0,301.0,0.0,0.0,0.0,0.0,0.0,856.0,5197.0,0.0,6998.0,13.0,90.0,2743.0,305.0,0.0,2312.0,2812,,2351,31004,30890.0,54.18,37.07
22249,2017-07-16 02:00:00+02:00,375.0,447.0,0.0,5751.0,3323.0,254.0,0.0,0.0,0.0,0.0,679.0,556.0,455.0,0.0,5908.0,5.0,83.0,568.0,339.0,0.0,6768.0,456,,6806,24954,24850.0,41.9,47.65
33713,2018-11-05 17:00:00+01:00,271.0,0.0,0.0,5068.0,2732.0,322.0,0.0,0.0,0.0,0.0,0.0,1650.0,4130.0,0.0,5017.0,68.0,109.0,4114.0,220.0,0.0,3285.0,4131,,3497,29512,29745.0,56.95,72.73
22720,2017-08-04 17:00:00+02:00,254.0,0.0,0.0,4037.0,2507.0,261.0,0.0,0.0,0.0,0.0,634.0,1020.0,1066.0,0.0,6518.0,57.0,104.0,4875.0,277.0,0.0,3454.0,4993,,3339,24753,24953.0,43.5,59.26
12051,2016-05-17 04:00:00+02:00,304.0,178.0,0.0,4189.0,1126.0,286.0,0.0,0.0,0.0,0.0,1725.0,1631.0,4533.0,0.0,5098.0,11.0,76.0,421.0,201.0,0.0,2653.0,351,,2730,21087,21353.0,21.76,32.08
22225,2017-07-15 02:00:00+02:00,395.0,408.0,0.0,5531.0,4308.0,307.0,0.0,0.0,0.0,0.0,166.0,553.0,448.0,0.0,5924.0,8.0,85.0,466.0,343.0,0.0,7821.0,469,,7942,27331,27270.0,41.75,46.62
4239,2015-06-26 16:00:00+02:00,507.0,917.0,0.0,6518.0,7906.0,375.0,0.0,0.0,0.0,0.0,0.0,786.0,2308.0,0.0,5963.0,88.0,61.0,5089.0,269.0,0.0,2847.0,5041,,2820,33067,33455.0,61.1,76.47
30214,2018-06-12 23:00:00+02:00,345.0,0.0,0.0,7108.0,3885.0,276.0,0.0,0.0,0.0,0.0,35.0,1193.0,1984.0,0.0,6038.0,57.0,96.0,41.0,306.0,0.0,4815.0,27,,4598,27131,27153.0,64.18,57.76
7676,2015-11-16 20:00:00+01:00,531.0,934.0,0.0,7116.0,7203.0,410.0,0.0,0.0,0.0,0.0,1.0,739.0,5491.0,0.0,5514.0,87.0,75.0,100.0,282.0,0.0,2804.0,68,,2735,33110,33513.0,64.5,74.7
32556,2018-09-18 13:00:00+02:00,385.0,757.0,0.0,8495.0,5751.0,336.0,0.0,0.0,0.0,0.0,1.0,777.0,2163.0,0.0,6923.0,64.0,104.0,4907.0,321.0,0.0,514.0,4338,,742,35271,35192.0,76.93,83.78
2376,2015-04-10 01:00:00+02:00,559.0,477.0,0.0,4601.0,4360.0,315.0,0.0,0.0,0.0,0.0,480.0,508.0,1544.0,0.0,4904.0,85.0,72.0,37.0,257.0,0.0,3108.0,31,,2934,21437,21624.0,43.5,57.98
7179,2015-10-27 03:00:00+01:00,500.0,178.0,0.0,3820.0,3627.0,344.0,0.0,0.0,0.0,0.0,2271.0,473.0,369.0,0.0,5954.0,85.0,71.0,23.0,256.0,0.0,7377.0,11,,7464,21698,21678.0,30.07,40.15
20400,2017-04-30 01:00:00+02:00,247.0,0.0,0.0,3791.0,1525.0,189.0,0.0,0.0,0.0,0.0,1715.0,748.0,1248.0,0.0,7005.0,16.0,92.0,62.0,302.0,0.0,9273.0,141,,9168,22623,22485.0,32.32,41.94
19455,2017-03-21 15:00:00+01:00,250.0,0.0,0.0,4279.0,2280.0,316.0,0.0,0.0,0.0,0.0,0.0,1244.0,2680.0,0.0,7097.0,59.0,107.0,1920.0,275.0,0.0,7614.0,2365,,7358,30128,30564.0,44.02,51.28
13740,2016-07-26 13:00:00+02:00,378.0,913.0,0.0,7158.0,5310.0,326.0,0.0,0.0,0.0,0.0,0.0,1064.0,4522.0,0.0,6927.0,50.0,86.0,5223.0,317.0,0.0,4106.0,5326,,4010,36380,37604.0,45.89,55.39
32975,2018-10-06 00:00:00+02:00,363.0,405.0,0.0,5753.0,1735.0,222.0,0.0,0.0,0.0,0.0,597.0,1740.0,3554.0,0.0,5059.0,52.0,104.0,119.0,238.0,0.0,2569.0,188,,2723,23390,23487.0,58.01,78.17
23525,2017-09-07 06:00:00+02:00,387.0,574.0,0.0,5471.0,4325.0,237.0,0.0,0.0,0.0,0.0,537.0,599.0,568.0,0.0,5623.0,45.0,83.0,141.0,341.0,0.0,2207.0,202,,2207,21294,21460.0,41.04,50.17
6740,2015-10-08 21:00:00+02:00,541.0,954.0,0.0,7894.0,7326.0,385.0,0.0,0.0,0.0,0.0,0.0,608.0,3412.0,0.0,6695.0,82.0,69.0,460.0,274.0,0.0,2069.0,412,,2107,32321,32074.0,68.3,70.56
6446,2015-09-26 15:00:00+02:00,504.0,863.0,0.0,4530.0,5906.0,299.0,0.0,0.0,0.0,0.0,151.0,542.0,820.0,0.0,6621.0,79.0,75.0,4160.0,261.0,0.0,1067.0,3935,,1102,26404,26004.0,50.83,58.17
7779,2015-11-21 03:00:00+01:00,398.0,0.0,0.0,2892.0,1044.0,278.0,0.0,0.0,0.0,0.0,3181.0,477.0,572.0,0.0,5848.0,86.0,65.0,41.0,254.0,0.0,15075.0,20,,15125,21787,22251.0,10.28,20.85
9744,2016-02-11 00:00:00+01:00,317.0,550.0,0.0,4733.0,5450.0,284.0,0.0,0.0,0.0,0.0,777.0,423.0,892.0,0.0,6036.0,58.0,85.0,33.0,313.0,0.0,1348.0,14,,1306,21851,22274.0,56.23,30.46
33987,2018-11-17 03:00:00+01:00,380.0,584.0,0.0,5281.0,4561.0,249.0,0.0,0.0,0.0,0.0,719.0,948.0,876.0,0.0,5063.0,53.0,97.0,13.0,276.0,0.0,4775.0,21,,5294,22433,22437.0,53.99,58.22
26505,2018-01-09 09:00:00+01:00,384.0,658.0,0.0,3875.0,3898.0,228.0,0.0,0.0,0.0,0.0,19.0,733.0,1395.0,0.0,6985.0,11.0,102.0,1393.0,333.0,0.0,4327.0,1567,,4303,27850,27215.0,66.5,70.23
19848,2017-04-07 01:00:00+02:00,376.0,808.0,0.0,5880.0,4560.0,318.0,0.0,0.0,0.0,0.0,435.0,648.0,409.0,0.0,5980.0,56.0,86.0,771.0,332.0,0.0,5570.0,671,,5680,26220,26347.0,48.13,40.72
24808,2017-10-30 16:00:00+01:00,347.0,738.0,0.0,7547.0,4837.0,316.0,0.0,0.0,0.0,0.0,27.0,362.0,389.0,0.0,5414.0,57.0,91.0,3391.0,298.0,0.0,8192.0,3186,,8142,29459,29679.0,56.0,62.6
25620,2017-12-03 12:00:00+01:00,277.0,0.0,0.0,3295.0,1510.0,248.0,0.0,0.0,0.0,0.0,3020.0,1206.0,931.0,0.0,7037.0,53.0,83.0,4607.0,226.0,0.0,8465.0,4708,,8084,25751,24810.0,17.46,70.67
34129,2018-11-23 01:00:00+01:00,316.0,654.0,0.0,6965.0,6250.0,243.0,0.0,0.0,0.0,0.0,211.0,1034.0,1629.0,0.0,5050.0,55.0,96.0,6.0,282.0,0.0,4767.0,1,,4718,25285,25353.0,64.07,66.66
24362,2017-10-12 03:00:00+02:00,373.0,214.0,0.0,4180.0,3249.0,266.0,0.0,0.0,0.0,0.0,2930.0,675.0,218.0,0.0,7075.0,47.0,91.0,45.0,334.0,0.0,13289.0,3,,13355,22006,22365.0,49.39,58.32
26352,2018-01-03 00:00:00+01:00,344.0,0.0,0.0,3916.0,4448.0,286.0,0.0,0.0,0.0,0.0,31.0,1190.0,2554.0,0.0,7106.0,55.0,96.0,21.0,310.0,0.0,10099.0,6,,10714,28912,28930.0,50.01,22.7
23564,2017-09-08 21:00:00+02:00,366.0,391.0,0.0,6797.0,2774.0,357.0,0.0,0.0,0.0,0.0,553.0,549.0,1076.0,0.0,6891.0,35.0,97.0,919.0,271.0,0.0,9714.0,889,,9757,32650,31059.0,47.31,60.01
1416,2015-03-01 00:00:00+01:00,484.0,322.0,0.0,5642.0,5969.0,280.0,0.0,0.0,0.0,0.0,14.0,1131.0,4297.0,0.0,7098.0,43.0,76.0,62.0,209.0,0.0,1854.0,16,,1965,25995,27243.0,52.1,47.6
9731,2016-02-10 11:00:00+01:00,361.0,585.0,0.0,3915.0,4556.0,233.0,0.0,0.0,0.0,0.0,179.0,407.0,1123.0,0.0,7007.0,49.0,90.0,3781.0,323.0,0.0,699.0,3647,,606,24086,24650.0,46.69,42.11
6127,2015-09-13 08:00:00+02:00,460.0,0.0,0.0,3794.0,1877.0,300.0,0.0,0.0,0.0,0.0,2864.0,563.0,849.0,0.0,6904.0,78.0,67.0,181.0,236.0,0.0,7340.0,294,,7407,20255,20404.0,32.1,45.83
8975,2016-01-09 23:00:00+01:00,380.0,947.0,0.0,6579.0,6813.0,316.0,0.0,0.0,0.0,0.0,0.0,676.0,1955.0,0.0,6965.0,55.0,86.0,583.0,325.0,0.0,2774.0,469,,2895,30412,30096.0,41.24,31.12
24411,2017-10-14 04:00:00+02:00,365.0,568.0,0.0,5214.0,4663.0,306.0,0.0,0.0,0.0,0.0,359.0,355.0,436.0,0.0,5930.0,55.0,101.0,38.0,342.0,0.0,1699.0,38,,1661,21650,21431.0,54.12,59.54
23985,2017-09-26 10:00:00+02:00,329.0,886.0,0.0,9600.0,5343.0,334.0,0.0,0.0,0.0,0.0,4.0,477.0,1500.0,0.0,5849.0,62.0,81.0,3346.0,271.0,0.0,1220.0,2855,,1312,32410,31665.0,54.85,62.06
25882,2017-12-14 10:00:00+01:00,320.0,358.0,0.0,7841.0,7046.0,332.0,0.0,0.0,0.0,0.0,0.0,1064.0,1731.0,0.0,7052.0,59.0,100.0,816.0,277.0,0.0,8296.0,747,,8601,37296,36764.0,70.32,77.79
22006,2017-07-05 23:00:00+02:00,274.0,235.0,0.0,4082.0,3351.0,233.0,0.0,0.0,0.0,0.0,0.0,831.0,1740.0,0.0,6041.0,52.0,99.0,682.0,293.0,0.0,5924.0,638,,6006,24786,25164.0,48.69,56.93
14214,2016-08-15 07:00:00+02:00,372.0,0.0,0.0,4345.0,2582.0,213.0,0.0,0.0,0.0,0.0,257.0,678.0,1018.0,0.0,6985.0,55.0,71.0,61.0,302.0,0.0,3218.0,118,,3291,20545,21126.0,39.0,45.36
18265,2017-01-31 01:00:00+01:00,355.0,590.0,0.0,4824.0,6267.0,304.0,0.0,0.0,0.0,0.0,1175.0,840.0,416.0,0.0,7105.0,56.0,108.0,26.0,299.0,0.0,6118.0,9,,6017,25989,25847.0,55.0,63.64
31675,2018-08-12 20:00:00+02:00,355.0,0.0,0.0,5950.0,4313.0,223.0,0.0,0.0,0.0,0.0,482.0,1160.0,2517.0,0.0,6049.0,59.0,91.0,52.0,285.0,0.0,5922.0,56,,5156,29086,29850.0,67.75,69.74
17672,2017-01-06 08:00:00+01:00,354.0,573.0,0.0,7406.0,6436.0,320.0,0.0,0.0,0.0,0.0,0.0,1018.0,3143.0,0.0,4729.0,63.0,101.0,1052.0,333.0,0.0,1575.0,1504,,1700,29978,29746.0,56.08,73.33
23493,2017-09-05 22:00:00+02:00,272.0,287.0,0.0,4750.0,4376.0,300.0,0.0,0.0,0.0,0.0,0.0,934.0,2778.0,0.0,6036.0,52.0,108.0,694.0,263.0,0.0,4930.0,455,,5167,29627,29679.0,53.49,54.31
12342,2016-05-29 07:00:00+02:00,286.0,0.0,0.0,3862.0,794.0,204.0,0.0,0.0,0.0,0.0,3643.0,1606.0,1711.0,0.0,6059.0,12.0,59.0,218.0,254.0,0.0,7251.0,357,,7390,19728,19570.0,6.66,17.29
19935,2017-04-10 16:00:00+02:00,333.0,946.0,0.0,11969.0,5014.0,336.0,0.0,0.0,0.0,0.0,0.0,392.0,644.0,0.0,5942.0,54.0,97.0,3969.0,307.0,0.0,3138.0,4053,,3171,31263,32193.0,55.96,56.61
9320,2016-01-24 08:00:00+01:00,485.0,0.0,0.0,4116.0,1701.0,311.0,0.0,0.0,0.0,0.0,2485.0,1038.0,1819.0,0.0,6098.0,83.0,71.0,34.0,258.0,0.0,4641.0,81,,4501,22968,22686.0,32.0,41.8
20481,2017-05-03 10:00:00+02:00,335.0,0.0,0.0,3363.0,1521.0,250.0,0.0,0.0,0.0,0.0,73.0,1236.0,1695.0,0.0,7103.0,61.0,86.0,864.0,278.0,0.0,8233.0,1006,,8469,26685,26968.0,35.2,58.67
35062,2018-12-31 22:00:00+01:00,293.0,0.0,0.0,6562.0,2293.0,163.0,0.0,0.0,0.0,0.0,108.0,1128.0,2068.0,0.0,6075.0,61.0,93.0,31.0,287.0,0.0,3586.0,29,,3273,25450,25801.0,63.93,69.89
33273,2018-10-18 10:00:00+02:00,284.0,589.0,0.0,7230.0,5411.0,339.0,0.0,0.0,0.0,0.0,0.0,681.0,2206.0,0.0,7052.0,74.0,98.0,919.0,325.0,0.0,6238.0,964,,5597,31533,31799.0,72.1,77.72
10118,2016-02-26 14:00:00+01:00,539.0,0.0,0.0,2769.0,2207.0,363.0,0.0,0.0,0.0,0.0,259.0,1647.0,6517.0,0.0,7097.0,91.0,79.0,981.0,212.0,0.0,10037.0,1199,,9897,33269,33983.0,24.0,32.0
10501,2016-03-13 13:00:00+01:00,434.0,0.0,0.0,2959.0,1016.0,282.0,0.0,0.0,0.0,0.0,2586.0,1335.0,3236.0,0.0,7111.0,91.0,63.0,5478.0,206.0,0.0,5813.0,5514,,5830,27768,27030.0,22.9,31.76
21648,2017-06-21 01:00:00+02:00,317.0,858.0,0.0,8273.0,6594.0,325.0,0.0,0.0,0.0,0.0,210.0,815.0,1252.0,0.0,6004.0,51.0,93.0,498.0,286.0,0.0,3047.0,490,,3268,28828,28842.0,54.21,58.35
21662,2017-06-21 15:00:00+02:00,344.0,868.0,0.0,13537.0,6739.0,321.0,0.0,0.0,0.0,0.0,0.0,861.0,2350.0,0.0,5733.0,51.0,85.0,4977.0,286.0,0.0,1372.0,4785,,1294,38796,38430.0,58.93,66.49
34240,2018-11-27 16:00:00+01:00,370.0,0.0,0.0,10323.0,6136.0,317.0,0.0,0.0,0.0,0.0,1.0,1252.0,1913.0,0.0,5026.0,57.0,95.0,2209.0,273.0,0.0,6191.0,1333,,5742,33247,32901.0,67.96,73.02
